GOID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	Ontology	gene_set_size	universe_size	LogOddsRatioSE	change_dir	cancer_group	gene_parsed_by	percentile
GO:0043933	0.01335939457526324	1.2553142286698171	112.11832810047096	134	1145	protein-containing complex subunit organization	BP	998	10192	0.09864795095948128	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0034113	0.01345850523875039	2.689813757787273	3.916797488226059	9	40	heterotypic cell-cell adhesion	BP	998	10192	0.38011765617497967	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0060193	0.01345850523875039	2.689813757787273	3.916797488226059	9	40	positive regulation of lipase activity	BP	998	10192	0.38011765617497967	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0007417	0.0135663192576769	1.3206649906164796	69.2293956043956	87	707	central nervous system development	BP	998	10192	0.11967239705699656	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0045833	0.01357511446876259	2.1930226119058607	6.658555729984301	13	68	negative regulation of lipid metabolic process	BP	998	10192	0.3102088726863624	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0046890	0.01361833728614797	1.77956165359943	13.415031397174255	22	137	regulation of lipid biosynthetic process	BP	998	10192	0.2351274804896517	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0051651	0.0136209340789163	1.7541488020176546	14.198390894819466	23	145	maintenance of location in cell	BP	998	10192	0.22980611933448944	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0007507	0.01363484111372492	1.450634245241493	35.74077708006279	49	365	heart development	BP	998	10192	0.15728667772137278	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0007596	0.01367724179878834	1.5955536364743526	21.44446624803768	32	219	blood coagulation	BP	998	10192	0.194277675065303	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0050817	0.01367724179878834	1.5955536364743526	21.44446624803768	32	219	coagulation	BP	998	10192	0.194277675065303	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0051649	0.013716934151697	1.2090215970132796	175.96212715855572	202	1797	establishment of localization in cell	BP	998	10192	0.08345856437092103	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0002793	0.0137480975525975	1.9496482551188632	9.596153846153848	17	98	positive regulation of peptide secretion	BP	998	10192	0.26888345014879567	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0007266	0.0137480975525975	1.9496482551188632	9.596153846153848	17	98	Rho protein signal transduction	BP	998	10192	0.26888345014879567	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0046683	0.0137480975525975	1.9496482551188632	9.596153846153848	17	98	response to organophosphorus	BP	998	10192	0.26888345014879567	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0002433	0.01393066971181978	2.271391315146748	5.973116169544741	12	61	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	BP	998	10192	0.3238287274977963	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0035821	0.01393066971181978	2.271391315146748	5.973116169544741	12	61	modulation of process of other organism	BP	998	10192	0.3238287274977963	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0038096	0.01393066971181978	2.271391315146748	5.973116169544741	12	61	Fc-gamma receptor signaling pathway involved in phagocytosis	BP	998	10192	0.3238287274977963	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0001776	0.01397690659664965	2.504923952292373	4.60223704866562	10	47	leukocyte homeostasis	BP	998	10192	0.35797818208359083	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0061333	0.01397690659664965	2.504923952292373	4.60223704866562	10	47	renal tubule morphogenesis	BP	998	10192	0.35797818208359083	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0072028	0.01397690659664965	2.504923952292373	4.60223704866562	10	47	nephron morphogenesis	BP	998	10192	0.35797818208359083	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0044057	0.01403877677839715	1.4314388757617211	38.38461538461539	52	392	regulation of system process	BP	998	10192	0.15278079544318038	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0010507	0.0140940075994823	2.3717867156758796	5.287676609105181	11	54	negative regulation of autophagy	BP	998	10192	0.33953991483047696	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1904035	0.0140940075994823	2.3717867156758796	5.287676609105181	11	54	regulation of epithelial cell apoptotic process	BP	998	10192	0.33953991483047696	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0016055	0.0142795982185349	1.4707328348461612	32.41149921507064	45	331	Wnt signaling pathway	BP	998	10192	0.16395213419159305	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0050731	0.01462408111421659	1.8228477485063552	11.946232339089482	20	122	positive regulation of peptidyl-tyrosine phosphorylation	BP	998	10192	0.24685299928851753	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0008154	0.01463664767198521	1.7180224293160635	15.07967032967033	24	154	actin polymerization or depolymerization	BP	998	10192	0.2247131392927128	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0051282	0.01464823807073692	2.0955940204563337	7.441915227629513	14	76	regulation of sequestering of calcium ion	BP	998	10192	0.2977975300207664	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0002886	0.01483315818371658	2.8494172494172494	3.3292778649921506	8	34	regulation of myeloid leukocyte mediated immunity	BP	998	10192	0.40568548718837544	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0033238	0.01483315818371658	2.8494172494172494	3.3292778649921506	8	34	regulation of cellular amine metabolic process	BP	998	10192	0.40568548718837544	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0033619	0.01483315818371658	2.8494172494172494	3.3292778649921506	8	34	membrane protein proteolysis	BP	998	10192	0.40568548718837544	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0042771	0.01483315818371658	2.8494172494172494	3.3292778649921506	8	34	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	BP	998	10192	0.40568548718837544	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0006657	0.01492460837199867	9.23718592964824	0.5875196232339089	3	6	CDP-choline pathway	BP	998	10192	0.8171783733563285	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0019372	0.01492460837199867	9.23718592964824	0.5875196232339089	3	6	lipoxygenase pathway	BP	998	10192	0.8171783733563285	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0021979	0.01492460837199867	9.23718592964824	0.5875196232339089	3	6	hypothalamus cell differentiation	BP	998	10192	0.8171783733563285	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0031666	0.01492460837199867	9.23718592964824	0.5875196232339089	3	6	positive regulation of lipopolysaccharide-mediated signaling pathway	BP	998	10192	0.8171783733563285	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0032645	0.01492460837199867	9.23718592964824	0.5875196232339089	3	6	regulation of granulocyte macrophage colony-stimulating factor production	BP	998	10192	0.8171783733563285	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0045988	0.01492460837199867	9.23718592964824	0.5875196232339089	3	6	negative regulation of striated muscle contraction	BP	998	10192	0.8171783733563285	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0051902	0.01492460837199867	9.23718592964824	0.5875196232339089	3	6	negative regulation of mitochondrial depolarization	BP	998	10192	0.8171783733563285	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0052040	0.01492460837199867	9.23718592964824	0.5875196232339089	3	6	modulation by symbiont of host programmed cell death	BP	998	10192	0.8171783733563285	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0070391	0.01492460837199867	9.23718592964824	0.5875196232339089	3	6	response to lipoteichoic acid	BP	998	10192	0.8171783733563285	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0071223	0.01492460837199867	9.23718592964824	0.5875196232339089	3	6	cellular response to lipoteichoic acid	BP	998	10192	0.8171783733563285	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0071455	0.01492460837199867	9.23718592964824	0.5875196232339089	3	6	cellular response to hyperoxia	BP	998	10192	0.8171783733563285	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0072050	0.01492460837199867	9.23718592964824	0.5875196232339089	3	6	S-shaped body morphogenesis	BP	998	10192	0.8171783733563285	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0090269	0.01492460837199867	9.23718592964824	0.5875196232339089	3	6	fibroblast growth factor production	BP	998	10192	0.8171783733563285	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0090270	0.01492460837199867	9.23718592964824	0.5875196232339089	3	6	regulation of fibroblast growth factor production	BP	998	10192	0.8171783733563285	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1903365	0.01492460837199867	9.23718592964824	0.5875196232339089	3	6	regulation of fear response	BP	998	10192	0.8171783733563285	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1904180	0.01492460837199867	9.23718592964824	0.5875196232339089	3	6	negative regulation of membrane depolarization	BP	998	10192	0.8171783733563285	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1905449	0.01492460837199867	9.23718592964824	0.5875196232339089	3	6	regulation of Fc-gamma receptor signaling pathway involved in phagocytosis	BP	998	10192	0.8171783733563285	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1905907	0.01492460837199867	9.23718592964824	0.5875196232339089	3	6	negative regulation of amyloid fibril formation	BP	998	10192	0.8171783733563285	loss_of_correlation_genes	Medullo	FOLH1	30
GO:2000643	0.01492460837199867	9.23718592964824	0.5875196232339089	3	6	positive regulation of early endosome to late endosome transport	BP	998	10192	0.8171783733563285	loss_of_correlation_genes	Medullo	FOLH1	30
GO:2000822	0.01492460837199867	9.23718592964824	0.5875196232339089	3	6	regulation of behavioral fear response	BP	998	10192	0.8171783733563285	loss_of_correlation_genes	Medullo	FOLH1	30
GO:2001188	0.01492460837199867	9.23718592964824	0.5875196232339089	3	6	regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	BP	998	10192	0.8171783733563285	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0198738	0.01501000559534624	1.4654438029914705	32.509419152276294	45	332	cell-cell signaling by wnt	BP	998	10192	0.16391501447513557	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0072006	0.01513534804746697	1.9256607244971533	9.694073783359498	17	99	nephron development	BP	998	10192	0.26860335952017217	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0006812	0.01520351549781359	1.30720753793441	72.2649136577708	90	738	cation transport	BP	998	10192	0.11778224136594916	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0002791	0.01526271510604199	1.6065830721003134	19.975667189952905	30	204	regulation of peptide secretion	BP	998	10192	0.2005601714358205	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0070167	0.01527537541288103	2.153625815808557	6.756475667189953	13	69	regulation of biomineral tissue development	BP	998	10192	0.3096851325830309	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0007599	0.01548150698100159	1.5783189282154086	21.64030612244898	32	221	hemostasis	BP	998	10192	0.1941320462864554	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0040013	0.01548150698100159	1.5783189282154086	21.64030612244898	32	221	negative regulation of locomotion	BP	998	10192	0.1941320462864554	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0050714	0.01549596050704595	2.0180016807466052	8.225274725274724	15	84	positive regulation of protein secretion	BP	998	10192	0.28685589296529423	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0000187	0.01550830906803187	1.8790415042421464	10.477433281004709	18	107	activation of MAPK activity	BP	998	10192	0.26061801269073215	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0006525	0.01553898073780908	4.203515517714913	1.566718995290424	5	16	arginine metabolic process	BP	998	10192	0.5403934095907985	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0007202	0.01553898073780908	4.203515517714913	1.566718995290424	5	16	activation of phospholipase C activity	BP	998	10192	0.5403934095907985	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0036315	0.01553898073780908	4.203515517714913	1.566718995290424	5	16	cellular response to sterol	BP	998	10192	0.5403934095907985	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0045822	0.01553898073780908	4.203515517714913	1.566718995290424	5	16	negative regulation of heart contraction	BP	998	10192	0.5403934095907985	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0048753	0.01553898073780908	4.203515517714913	1.566718995290424	5	16	pigment granule organization	BP	998	10192	0.5403934095907985	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0030855	0.01571625960711796	1.4365063373093605	36.03453689167975	49	368	epithelial cell differentiation	BP	998	10192	0.15719216373489117	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0032091	0.01578386603407907	2.225720081135903	6.071036106750393	12	62	negative regulation of protein binding	BP	998	10192	0.32319791683445076	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0038094	0.01578386603407907	2.225720081135903	6.071036106750393	12	62	Fc-gamma receptor signaling pathway	BP	998	10192	0.32319791683445076	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0014855	0.01578904472542483	2.6054726996966635	4.014717425431711	9	41	striated muscle cell proliferation	BP	998	10192	0.3787893609005985	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0048524	0.01578904472542483	2.6054726996966635	4.014717425431711	9	41	positive regulation of viral process	BP	998	10192	0.3787893609005985	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0071320	0.01578904472542483	2.6054726996966635	4.014717425431711	9	41	cellular response to cAMP	BP	998	10192	0.3787893609005985	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0001503	0.01580513764720155	1.5043562940046018	27.51550235478807	39	281	ossification	BP	998	10192	0.17586277830939265	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1901137	0.01590006783266119	1.3845620595124308	45.6306907378336	60	466	carbohydrate derivative biosynthetic process	BP	998	10192	0.14251179063078295	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0006656	0.01595316811474241	3.0854355869492096	2.741758241758242	7	28	phosphatidylcholine biosynthetic process	BP	998	10192	0.43771484759034657	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1904407	0.01595316811474241	3.0854355869492096	2.741758241758242	7	28	positive regulation of nitric oxide metabolic process	BP	998	10192	0.43771484759034657	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0045732	0.01596600891169359	1.748756480313857	13.610871271585555	22	139	positive regulation of protein catabolic process	BP	998	10192	0.2348112278477799	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0045664	0.0159762648355991	1.7750441983809435	12.827511773940346	21	131	regulation of neuron differentiation	BP	998	10192	0.24050692677544633	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0043502	0.01610744254230035	2.317629179331307	5.385596546310832	11	55	regulation of muscle adaptation	BP	998	10192	0.33876071861977614	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0051254	0.01624106963576669	1.259529233105543	99.87833594976452	120	1020	positive regulation of RNA metabolic process	BP	998	10192	0.10345997146017336	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0051223	0.01631566044340991	1.4383805668016194	35.251177394034535	48	360	regulation of protein transport	BP	998	10192	0.15875667032453036	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0061041	0.01634372764453934	2.062104787714544	7.539835164835165	14	77	regulation of wound healing	BP	998	10192	0.29736738976237304	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0001709	0.01643576749753758	3.469506048387097	2.154238618524333	6	22	cell fate determination	BP	998	10192	0.4798788257283326	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0006521	0.01643576749753758	3.469506048387097	2.154238618524333	6	22	regulation of cellular amino acid metabolic process	BP	998	10192	0.4798788257283326	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0032728	0.01643576749753758	3.469506048387097	2.154238618524333	6	22	positive regulation of interferon-beta production	BP	998	10192	0.4798788257283326	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0035886	0.01643576749753758	3.469506048387097	2.154238618524333	6	22	vascular associated smooth muscle cell differentiation	BP	998	10192	0.4798788257283326	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0042554	0.01643576749753758	3.469506048387097	2.154238618524333	6	22	superoxide anion generation	BP	998	10192	0.4798788257283326	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0042692	0.01645285234196869	1.5698376375721914	21.738226059654632	32	222	muscle cell differentiation	BP	998	10192	0.19406034198784827	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1901135	0.01704463959898175	1.2960701114327635	74.41915227629514	92	760	carbohydrate derivative metabolic process	BP	998	10192	0.11656591379741058	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0110149	0.01713331560987463	2.1156113634339655	6.854395604395604	13	70	regulation of biomineralization	BP	998	10192	0.309178928958413	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0002888	0.01719196256586031	5.281402701925841	1.0771193092621665	4	11	positive regulation of myeloid leukocyte mediated immunity	BP	998	10192	0.6276719115394935	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0006086	0.01719196256586031	5.281402701925841	1.0771193092621665	4	11	acetyl-CoA biosynthetic process from pyruvate	BP	998	10192	0.6276719115394935	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0007194	0.01719196256586031	5.281402701925841	1.0771193092621665	4	11	negative regulation of adenylate cyclase activity	BP	998	10192	0.6276719115394935	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0010523	0.01719196256586031	5.281402701925841	1.0771193092621665	4	11	negative regulation of calcium ion transport into cytosol	BP	998	10192	0.6276719115394935	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0051770	0.01719196256586031	5.281402701925841	1.0771193092621665	4	11	positive regulation of nitric-oxide synthase biosynthetic process	BP	998	10192	0.6276719115394935	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0060081	0.01719196256586031	5.281402701925841	1.0771193092621665	4	11	membrane hyperpolarization	BP	998	10192	0.6276719115394935	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0070486	0.01719196256586031	5.281402701925841	1.0771193092621665	4	11	leukocyte aggregation	BP	998	10192	0.6276719115394935	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1900221	0.01719196256586031	5.281402701925841	1.0771193092621665	4	11	regulation of amyloid-beta clearance	BP	998	10192	0.6276719115394935	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1900272	0.01719196256586031	5.281402701925841	1.0771193092621665	4	11	negative regulation of long-term synaptic potentiation	BP	998	10192	0.6276719115394935	loss_of_correlation_genes	Medullo	FOLH1	30
GO:2000641	0.01719196256586031	5.281402701925841	1.0771193092621665	4	11	regulation of early endosome to late endosome transport	BP	998	10192	0.6276719115394935	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0007186	0.01720117464915373	1.3569855432572848	51.11420722135008	66	522	G protein-coupled receptor signaling pathway	BP	998	10192	0.136131927354575	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0030041	0.01730840535773609	1.7588591662286648	12.925431711145997	21	132	actin filament polymerization	BP	998	10192	0.2403366261409546	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1903829	0.01732011032872802	1.587974267468069	20.171507064364206	30	206	positive regulation of cellular protein localization	BP	998	10192	0.20039735202551304	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0031589	0.01757957798097504	1.4916921656780455	27.71134222919937	39	283	cell-substrate adhesion	BP	998	10192	0.1757665241390099	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0006956	0.01762511473902672	2.7435839880284325	3.427197802197802	8	35	complement activation	BP	998	10192	0.4039260142519061	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0032648	0.01762511473902672	2.7435839880284325	3.427197802197802	8	35	regulation of interferon-beta production	BP	998	10192	0.4039260142519061	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0045540	0.01762511473902672	2.7435839880284325	3.427197802197802	8	35	regulation of cholesterol biosynthetic process	BP	998	10192	0.4039260142519061	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0062237	0.01762511473902672	2.7435839880284325	3.427197802197802	8	35	protein localization to postsynapse	BP	998	10192	0.4039260142519061	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0106118	0.01762511473902672	2.7435839880284325	3.427197802197802	8	35	regulation of sterol biosynthetic process	BP	998	10192	0.4039260142519061	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0045089	0.01779128966998191	1.9291665564577989	9.106554160125588	16	93	positive regulation of innate immune response	BP	998	10192	0.27679419814977924	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1904951	0.01795237302926857	1.5697922755271796	21.05278649921507	31	215	positive regulation of establishment of protein localization	BP	998	10192	0.1970734915699206	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0001837	0.01823470981446214	1.8793990582981408	9.8899136577708	17	101	epithelial to mesenchymal transition	BP	998	10192	0.2680623598949601	loss_of_correlation_genes	Medullo	FOLH1	30
GO:2001236	0.01823470981446214	1.8793990582981408	9.8899136577708	17	101	regulation of extrinsic apoptotic signaling pathway	BP	998	10192	0.2680623598949601	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0090257	0.01823670374118221	1.6787142393972612	15.373430141287283	24	157	regulation of muscle system process	BP	998	10192	0.2243268169410505	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0034121	0.01840245649215148	2.5262432208842727	4.112637362637362	9	42	regulation of toll-like receptor signaling pathway	BP	998	10192	0.3775373122603479	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0035690	0.01840245649215148	2.5262432208842727	4.112637362637362	9	42	cellular response to drug	BP	998	10192	0.3775373122603479	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0045453	0.01840245649215148	2.5262432208842727	4.112637362637362	9	42	bone resorption	BP	998	10192	0.3775373122603479	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0045576	0.01840245649215148	2.5262432208842727	4.112637362637362	9	42	mast cell activation	BP	998	10192	0.3775373122603479	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0010817	0.01845943789785522	1.4632329981889716	30.35518053375196	42	310	regulation of hormone levels	BP	998	10192	0.16940756908414928	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0046467	0.01852821491870132	1.8373402108095984	10.673273155416013	18	109	membrane lipid biosynthetic process	BP	998	10192	0.2601438613578118	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0071900	0.01860039481968288	1.4306524590950038	34.663657770800626	47	354	regulation of protein serine/threonine kinase activity	BP	998	10192	0.1603058743685668	loss_of_correlation_genes	Medullo	FOLH1	30
GO:2001234	0.01862173520781843	1.718986775037884	13.80671114599686	22	141	negative regulation of apoptotic signaling pathway	BP	998	10192	0.23450520207552591	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0031348	0.01869506743215108	1.8013383085614223	11.456632653061224	19	117	negative regulation of defense response	BP	998	10192	0.2529170802341172	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0042594	0.01872595175068134	1.7429631525076763	13.023351648351648	21	133	response to starvation	BP	998	10192	0.24016924950291935	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0051017	0.01875527141216558	1.770182101470445	12.239992150706437	20	125	actin filament bundle assembly	BP	998	10192	0.2462850533755289	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0007265	0.01879773241089826	1.5005564855449487	26.14462323390895	37	267	Ras protein signal transduction	BP	998	10192	0.18035241384795295	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1904375	0.01898155225952982	1.960726720444744	8.421114599686028	15	86	regulation of protein localization to cell periphery	BP	998	10192	0.2861434618731713	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0002028	0.0191574487214226	2.078907754244705	6.952315541601256	13	71	regulation of sodium ion transport	BP	998	10192	0.3086893936510247	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0019079	0.0191574487214226	2.078907754244705	6.952315541601256	13	71	viral genome replication	BP	998	10192	0.3086893936510247	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0031398	0.0191574487214226	2.078907754244705	6.952315541601256	13	71	positive regulation of protein ubiquitination	BP	998	10192	0.3086893936510247	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0030449	0.01930104323728734	2.9448674433538207	2.839678178963893	7	29	regulation of complement activation	BP	998	10192	0.4352353357922959	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0043900	0.01930104323728734	2.9448674433538207	2.839678178963893	7	29	regulation of multi-organism process	BP	998	10192	0.4352353357922959	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0061756	0.01930104323728734	2.9448674433538207	2.839678178963893	7	29	leukocyte adhesion to vascular endothelial cell	BP	998	10192	0.4352353357922959	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0060485	0.01935779062206955	1.5993169312503952	18.702708006279433	28	191	mesenchyme development	BP	998	10192	0.20734250066802876	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0002819	0.01956088569919591	1.904224763695232	9.20447409733124	16	94	regulation of adaptive immune response	BP	998	10192	0.27649329104888365	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0010720	0.01959277874837417	1.569783638220819	20.367346938775512	30	208	positive regulation of cell development	BP	998	10192	0.20023806492136453	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0061024	0.01973386617753922	1.3341480936361088	55.03100470957614	70	562	membrane organization	BP	998	10192	0.13232814110782667	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0010560	0.02027800762419292	3.852802954011413	1.6646389324960753	5	17	positive regulation of glycoprotein biosynthetic process	BP	998	10192	0.5333378773472139	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0031640	0.02027800762419292	3.852802954011413	1.6646389324960753	5	17	killing of cells of other organism	BP	998	10192	0.5333378773472139	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0031664	0.02027800762419292	3.852802954011413	1.6646389324960753	5	17	regulation of lipopolysaccharide-mediated signaling pathway	BP	998	10192	0.5333378773472139	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0035338	0.02027800762419292	3.852802954011413	1.6646389324960753	5	17	long-chain fatty-acyl-CoA biosynthetic process	BP	998	10192	0.5333378773472139	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0036475	0.02027800762419292	3.852802954011413	1.6646389324960753	5	17	neuron death in response to oxidative stress	BP	998	10192	0.5333378773472139	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0048143	0.02027800762419292	3.852802954011413	1.6646389324960753	5	17	astrocyte activation	BP	998	10192	0.5333378773472139	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0072273	0.02027800762419292	3.852802954011413	1.6646389324960753	5	17	metanephric nephron morphogenesis	BP	998	10192	0.5333378773472139	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1903523	0.02027800762419292	3.852802954011413	1.6646389324960753	5	17	negative regulation of blood circulation	BP	998	10192	0.5333378773472139	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1990000	0.02027800762419292	3.852802954011413	1.6646389324960753	5	17	amyloid fibril formation	BP	998	10192	0.5333378773472139	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0030595	0.02031709836452757	1.7532893467608133	12.337912087912088	20	126	leukocyte chemotaxis	BP	998	10192	0.24610260535586395	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0030279	0.02044195332452378	3.265061669829222	2.2521585557299844	6	23	negative regulation of ossification	BP	998	10192	0.4760328020913214	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0009895	0.02062483406715305	1.589388986673372	18.80062794348509	28	192	negative regulation of catabolic process	BP	998	10192	0.20725230154609647	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0010518	0.02077489638500094	2.6453102453102453	3.525117739403454	8	36	positive regulation of phospholipase activity	BP	998	10192	0.4022853285516873	loss_of_correlation_genes	Medullo	FOLH1	30
